Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Context Aware Computing for Ambient Assisted Living","Inclusive Smart Cities and  Digital Health","","","","10.1007/978-3-319-39601-9_29","Peter WlodarczakJeffrey SoarMustafa Ally","2016","http://link.springer.com/chapter/10.1007/978-3-319-39601-9_29","Chapter"
"Voices and Views of Informal Caregivers: Investigating Ambient Assisted Living Technologies","Ambient Intelligence","","","","10.1007/978-3-319-56997-0_8","Christina JaschinskiSomaya Ben Allouch","2017","http://link.springer.com/chapter/10.1007/978-3-319-56997-0_8","Chapter"
"Ambient Assisted Living Technologies from the Perspectives of Older People and Professionals","Machine Learning and Knowledge Extraction","","","","10.1007/978-3-319-66808-6_17","Deepika SinghJohannes KropfSten HankeAndreas Holzinger","2017","http://link.springer.com/chapter/10.1007/978-3-319-66808-6_17","Chapter"
"Exploring the ambient assisted living domain: a systematic review","Journal of Ambient Intelligence and Humanized Computing","","8","2","10.1007/s12652-016-0374-3","Davide CalvaresiDaniel CesariniPaolo SernaniMauro MarinoniAldo Franco DragoniArnon Sturm","2017","http://link.springer.com/article/10.1007/s12652-016-0374-3","Article"
"The Emergence of the Creative Ageing Movement","Economic Foundations for Creative Ageing Policy, Volume II","","","","10.1057/978-1-137-53523-8_5","Andrzej Klimczuk","2017","http://link.springer.com/chapter/10.1057/978-1-137-53523-8_5","Chapter"
"Assistive IoT: Deployment Scenarios and Challenges","Internet of Things and Smart Environments","","","","10.1007/978-3-319-60164-9_5","Seyed Shahrestani","2017","http://link.springer.com/chapter/10.1007/978-3-319-60164-9_5","Chapter"
"Smart Robot Control via Novel Computational Intelligence Methods for Ambient Assisted Living","Trends in Ambient Intelligent Systems","","","","10.1007/978-3-319-30184-6_2","Bo Xing","2016","http://link.springer.com/chapter/10.1007/978-3-319-30184-6_2","Chapter"
"Novel Unobtrusive Approach for Sleep Monitoring Using Fiber Optics in an Ambient Assisted Living Platform","Enhanced Quality of Life and Smart Living","","","","10.1007/978-3-319-66188-9_5","Ibrahim SadekJoaquim BellmuntMartin KodyšBessam AbdulrazakMounir Mokhtari","2017","http://link.springer.com/chapter/10.1007/978-3-319-66188-9_5","Chapter"
"Agent-Based Assistance in Ambient Assisted Living Through Reinforcement Learning and Semantic Technologies","On the Move to Meaningful Internet Systems. OTM 2017 Conferences","","","","10.1007/978-3-319-69459-7_12","Nicole MerkleStefan Zander","2017","http://link.springer.com/chapter/10.1007/978-3-319-69459-7_12","Chapter"
"Do We Need an Integrated Framework for Ambient Assisted Living?","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-48799-1_7","Ashalatha KunnappillyCristina SeceleanuMaria Lindén","2016","http://link.springer.com/chapter/10.1007/978-3-319-48799-1_7","Chapter"
"Factors Influencing Ageing Population for Adopting Ambient Assisted Living Technologies in the Kingdom of Saudi Arabia","Ageing International","","41","3","10.1007/s12126-016-9246-6","Majid H. AlsulamiAnthony S. Atkins","2016","http://link.springer.com/article/10.1007/s12126-016-9246-6","Article"
"A Context-Aware System for Ambient Assisted Living","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-67585-5_44","Alessandra De PaolaPierluca FerraroSalvatore GaglioGiuseppe Lo ReMarco MoranaMarco OrtolaniDaniele Peri","2017","http://link.springer.com/chapter/10.1007/978-3-319-67585-5_44","Chapter"
"The IoT and Smart Environments: An Overview","Internet of Things and Smart Environments","","","","10.1007/978-3-319-60164-9_4","Seyed Shahrestani","2017","http://link.springer.com/chapter/10.1007/978-3-319-60164-9_4","Chapter"
